fecha,anio,mes,ICEN,ONI,SSN,precipitacion_mm
2020-04-01,2020,4,0.02,0.33,5.2,184.10831350092383
2020-05-01,2020,5,-0.2,0.04,0.2,126.04899400105924
2020-06-01,2020,6,-0.72,-0.18,5.8,69.62624564920058
2020-07-01,2020,7,-1.02,-0.29,6.1,88.73436668491432
2020-08-01,2020,8,-1.19,-0.43,7.5,44.33657710495759
2020-09-01,2020,9,-1.02,-0.77,0.6,85.57734693689373
2020-10-01,2020,10,-0.91,-1.0,14.6,85.82519435202103
2020-11-01,2020,11,-0.76,-1.11,34.5,113.33739230361816
2020-12-01,2020,12,-0.79,-1.06,23.1,235.49467631626263
2021-01-01,2021,1,-0.84,-0.99,10.4,243.39839338895047
2021-02-01,2021,2,-0.83,-0.85,8.2,142.62885767830798
2021-03-01,2021,3,-0.86,-0.74,17.2,341.8470888390351
2021-04-01,2021,4,-0.83,-0.56,24.5,200.71445006360696
2021-05-01,2021,5,-0.7,-0.4,21.2,133.3490850488654
2021-06-01,2021,6,-0.46,-0.31,25.0,107.2083639853598
2021-07-01,2021,7,-0.3,-0.35,34.3,65.08938952527063
2021-08-01,2021,8,-0.41,-0.46,22.0,56.78904779552917
2021-09-01,2021,9,-0.62,-0.64,51.3,78.13911303156388
2021-10-01,2021,10,-0.9,-0.77,37.4,175.47622477626368
2021-11-01,2021,11,-1.23,-0.91,34.8,150.545614058096
2021-12-01,2021,12,-1.31,-0.83,67.5,158.92954281696376
2022-01-01,2022,1,-1.46,-0.76,55.3,151.23534833527168
2022-02-01,2022,2,-1.14,-0.68,60.9,202.7410323303344
2022-03-01,2022,3,-1.24,-0.77,78.6,328.81349117575155
2022-04-01,2022,4,-1.26,-0.86,84.0,230.3804512419861
2022-05-01,2022,5,-1.51,-0.83,96.5,116.84005936361454
2022-06-01,2022,6,-1.44,-0.73,70.3,100.251014253516
2022-07-01,2022,7,-1.09,-0.7,91.4,88.02484526431154
2022-08-01,2022,8,-0.93,-0.78,74.6,69.02044025831209
2022-09-01,2022,9,-1.12,-0.87,96.0,26.96262075755784
2022-10-01,2022,10,-1.3,-0.89,95.5,47.61537796014122
2022-11-01,2022,11,-1.1,-0.82,80.5,35.8659982241569
2022-12-01,2022,12,-0.7,-0.7,112.8,50.378029385715706
2023-01-01,2023,1,-0.17,-0.55,144.4,80.25895907478913
2023-02-01,2023,2,0.47,-0.33,111.3,106.5647260280439
2023-03-01,2023,3,1.53,-0.11,123.3,163.69190965297565
2023-04-01,2023,4,2.11,0.19,97.6,170.54901696302323
2023-05-01,2023,5,2.45,0.46,137.4,66.52621877897197
2023-06-01,2023,6,2.57,0.73,160.5,32.506899839092576
2023-07-01,2023,7,2.92,1.0,160.0,27.936580483648964
2023-08-01,2023,8,2.9,1.25,114.8,17.855861590445656
2023-09-01,2023,9,2.68,1.5,134.2,25.00045281584864
2023-10-01,2023,10,2.28,1.74,99.9,55.26348588260696
2023-11-01,2023,11,2.01,1.9,107.1,49.46697593607461
2023-12-01,2023,12,1.67,1.99,113.5,94.3116252286481
2024-01-01,2024,1,1.34,1.84,126.0,69.0051127437444
2024-02-01,2024,2,0.88,1.53,123.0,93.95438118170271
2024-03-01,2024,3,0.38,1.18,103.7,177.12204202271542
2024-04-01,2024,4,-0.38,0.77,137.0,181.85357535343223
2024-05-01,2024,5,-0.78,0.43,172.1,142.1698167097902
2024-06-01,2024,6,-0.97,0.18,164.1,67.34587690963316
2024-07-01,2024,7,-0.72,0.06,196.8,52.06613043194285
2024-08-01,2024,8,-0.65,-0.04,216.0,40.91423726627461
2024-09-01,2024,9,-0.5,-0.12,141.1,54.38216181317414
2024-10-01,2024,10,-0.34,-0.19,165.8,118.96771495724124
2024-11-01,2024,11,-0.1,-0.29,154.1,82.65907839071062
2024-12-01,2024,12,-0.11,-0.43,154.6,181.08091866378413
2025-01-01,2025,1,0.0,-0.46,137.0,191.14336611010583
2025-02-01,2025,2,0.45,-0.22,155.7,353.2910164195595
2025-03-01,2025,3,0.72,-0.08,134.2,327.7350359813033
2025-04-01,2025,4,0.46,0.02,141.4,287.45270031414526
2025-05-01,2025,5,0.18,-0.04,78.5,161.2709725633882
2025-06-01,2025,6,0.11,-0.02,114.6,96.91142832118004
2025-07-01,2025,7,0.17,-0.11,125.9,68.71062896353759
2025-08-01,2025,8,-0.01,-0.26,133.7,73.18878905071749
2025-09-01,2025,9,-0.22,-0.43,129.7,91.00672875712128
2025-10-01,2025,10,-0.42,-0.57,114.8,151.3127687636647
2025-11-01,2025,11,-0.5,-0.61,91.7,201.84144514252043
2025-12-01,2025,12,-0.51,-0.6,124.2,79.86802182812676
2026-01-01,2026,1,-0.06,-0.39,115.0,256.9638083684059
2026-02-01,2026,2,0.42,-0.21,77.4,322.18779661483524
2026-03-01,2026,3,0.96,0.11,86.6,243.3608528418268
2026-04-01,2026,4,1.34,0.46,79.3,155.02028027384375
2026-05-01,2026,5,1.98,0.95,101.5,117.97532532015413
